last,first,pos,num,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
BISHOP,BEN,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,564.0,669.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARD,CAM,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,536.0,569.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTTON,CARTER,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,164.0,198.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLEBUYCK,CONNOR,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,211.0,261.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCELHINNEY,CURTIS,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,119.0,173.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUNDQVIST,HENRIK,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,550.0,791.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERUBE,JEAN-FRANCOIS,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,74.0,58.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,JEREMY,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGHAMER,MAREK,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURRAY,MATTHEW,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,92.0,108.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUVIRTH,MICHAL,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,253.0,334.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENNA,MIKE,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPLEY,PHEONIX,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,RYAN,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,404.0,560.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCALE,ZACHARY,G,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORSBERG,ANTON,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEMI,ANTTI,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,474.0,560.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICKARD,CALVIN,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,123.0,210.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRICE,CAREY,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,103.0,126.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,CHAD,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,336.0,532.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LACK,EDDIE,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,279.0,408.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDERSEN,FREDERIK,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,360.0,452.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARKS,GARRET,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,178.0,184.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COREAU,JARED,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMO,KARRI,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,312.0,413.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONES,MARTIN,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,604.0,699.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAVELEC,ONDREJ,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,278.0,365.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUDAJ,PETER,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUBAUER,PHILIPP,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,175.0,233.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEDGEWOOD,SCOTT,G,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,29.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLYNN,BRIAN,C,32,20.0,0.0,1.0,19.0,8.0,6.0,5.0,1.0,18.0,19.0,0.0,1.0,83.0,74.0,125.0,91.0,20.0,0.0,0.0,12.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0
GAUDET,TYLER,C,32,5.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,17.0,16.0,36.0,25.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BEAUCHEMIN,FRANCOIS,D,32,52.0,1.0,6.0,45.0,19.0,15.0,16.0,2.0,34.0,37.0,12.0,3.0,315.0,242.0,453.0,306.0,44.0,4.0,4.0,17.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0
STREIT,MARK,D,32,47.0,0.0,0.0,47.0,11.0,22.0,10.0,4.0,24.0,30.0,17.0,0.0,297.0,192.0,229.0,171.0,41.0,5.0,1.0,16.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0
ROZSIVAL,MICHAL,D,32,13.0,0.0,0.0,13.0,2.0,8.0,3.0,0.0,13.0,13.0,0.0,0.0,122.0,115.0,117.0,107.0,13.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
STALOCK,ALEX,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,104.0,93.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAANTA,ANTTI,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,186.0,214.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIEDGER,CHRIS,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUICK,JONATHAN,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,814.0,756.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEHTONEN,KARI,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,430.0,497.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKSTROM,NIKLAS,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACHMAN,RICHARD,G,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIVO,JOSH,L,32,9.0,0.0,0.0,9.0,3.0,5.0,1.0,0.0,7.0,7.0,2.0,0.0,46.0,24.0,27.0,23.0,7.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
VERSTEEG,KRIS,R,32,67.0,0.0,1.0,66.0,27.0,15.0,24.0,1.0,47.0,51.0,16.0,0.0,273.0,212.0,182.0,178.0,60.0,4.0,3.0,25.0,12.0,19.0,2.0,4.0,5.0,0.0,0.0
WILSON,COLIN,C,33,40.0,0.0,0.0,40.0,15.0,14.0,10.0,1.0,36.0,37.0,3.0,0.0,197.0,163.0,137.0,129.0,29.0,7.0,4.0,18.0,3.0,3.0,6.0,3.0,7.0,0.0,0.0
RYAN,DEREK,C,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,9.0,11.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEDIN,HENRIK,C,33,31.0,0.0,1.0,30.0,6.0,16.0,9.0,0.0,19.0,20.0,10.0,1.0,308.0,188.0,204.0,178.0,27.0,4.0,0.0,12.0,10.0,0.0,3.0,4.0,2.0,0.0,0.0
GOLIGOSKI,ALEX,D,33,56.0,0.0,1.0,55.0,18.0,25.0,13.0,0.0,49.0,50.0,5.0,1.0,449.0,364.0,445.0,346.0,49.0,6.0,1.0,30.0,19.0,6.0,0.0,1.0,0.0,0.0,0.0
BYFUGLIEN,DUSTIN,D,33,108.0,1.0,4.0,103.0,34.0,39.0,32.0,3.0,65.0,74.0,32.0,2.0,467.0,316.0,342.0,259.0,89.0,15.0,4.0,36.0,54.0,9.0,3.0,4.0,2.0,0.0,0.0
NAKLADAL,JAKUB,D,33,17.0,0.0,3.0,14.0,5.0,5.0,7.0,0.0,13.0,13.0,4.0,0.0,72.0,57.0,55.0,54.0,16.0,0.0,1.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
MITCHELL,WILLIE,D,33,17.0,0.0,0.0,17.0,5.0,5.0,7.0,0.0,17.0,17.0,0.0,0.0,128.0,116.0,192.0,143.0,16.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
CHARA,ZDENO,D,33,59.0,0.0,2.0,57.0,16.0,16.0,26.0,1.0,42.0,45.0,13.0,1.0,337.0,264.0,457.0,326.0,49.0,8.0,2.0,27.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0
TALBOT,CAM,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,449.0,622.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIBSON,CHRISTOPHER,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KASDORF,JASON,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARLING,SCOTT,G,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,216.0,286.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANNIKAINEN,MARKUS,L,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILFVERBERG,JAKOB,R,33,78.0,0.0,2.0,76.0,27.0,21.0,29.0,1.0,66.0,71.0,5.0,2.0,308.0,241.0,313.0,191.0,65.0,9.0,4.0,36.0,20.0,6.0,6.0,0.0,10.0,0.0,0.0
CARON,JORDAN,R,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCOBELLO,MARK,R,33,13.0,0.0,0.0,13.0,3.0,6.0,4.0,0.0,9.0,9.0,4.0,0.0,75.0,52.0,24.0,24.0,11.0,2.0,0.0,3.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0
SODERBERG,CARL,C,34,54.0,1.0,3.0,50.0,14.0,22.0,18.0,0.0,37.0,43.0,9.0,2.0,244.0,173.0,298.0,216.0,47.0,5.0,2.0,27.0,1.0,8.0,7.0,3.0,7.0,0.0,1.0
NELSON,CASEY,D,34,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,15.0,18.0,18.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DAHLBECK,KLAS,D,34,28.0,0.0,0.0,28.0,9.0,10.0,9.0,0.0,27.0,27.0,0.0,1.0,165.0,160.0,293.0,232.0,26.0,1.0,1.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
ALLEN,JAKE,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,378.0,430.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REIMER,JAMES,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,417.0,446.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANNATA,JOE,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTCHINSON,MICHAEL,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,236.0,279.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRAZEK,PETR,G,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,437.0,526.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKAC,JIRI,L,34,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DI GIUSEPPE,PHILLIP,L,34,32.0,0.0,1.0,31.0,14.0,9.0,9.0,0.0,31.0,31.0,1.0,0.0,125.0,109.0,121.0,114.0,30.0,1.0,1.0,15.0,1.0,10.0,5.0,1.0,0.0,0.0,0.0
ANDERSON,JOSH,R,34,5.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,18.0,18.0,29.0,29.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
MCCARRON,MICHAEL,R,34,8.0,0.0,0.0,8.0,2.0,1.0,5.0,0.0,5.0,6.0,2.0,0.0,43.0,33.0,41.0,40.0,7.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
KUHNHACKL,TOM,R,34,17.0,0.0,1.0,16.0,9.0,4.0,4.0,0.0,16.0,16.0,0.0,1.0,73.0,70.0,86.0,75.0,13.0,3.0,1.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
MONTOYA,AL,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,190.0,257.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINDGREN,CHARLIE,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,CORY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,408.0,533.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUEMPER,DARCY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,149.0,221.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOKARSKI,DUSTIN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,27.0,36.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOWARD,JIMMY,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,278.0,357.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIN,KEVIN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULLMARK,LINUS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,136.0,218.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMINGUE,LOUIS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,347.0,503.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINNE,PEKKA,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,618.0,587.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILL,ROMAN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASON,STEVE,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,503.0,549.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'BRIEN,JIM,C,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCCARELLO,MATS,C,36,72.0,1.0,1.0,70.0,25.0,28.0,18.0,1.0,44.0,49.0,23.0,0.0,334.0,234.0,256.0,232.0,59.0,4.0,9.0,38.0,10.0,8.0,5.0,0.0,11.0,0.0,0.0
BROWN,PATRICK,C,36,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,18.0,18.0,24.0,23.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
RINALDO,ZAC,C,36,16.0,0.0,0.0,16.0,6.0,5.0,5.0,0.0,16.0,16.0,0.0,0.0,61.0,61.0,89.0,84.0,12.0,4.0,0.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
LERNOUT,BRETT,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORRISSEY,JOSHUA,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALIOTTA,MICHAEL,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRINGTON,SCOTT,D,36,8.0,0.0,1.0,7.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0,52.0,50.0,30.0,27.0,8.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
GIBSON,JOHN,G,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,405.0,416.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULTON,ERIC,L,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKAC,JIRI,L,36,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,23.0,22.0,30.0,29.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
JOKINEN,JUSSI,L,36,44.0,1.0,2.0,41.0,5.0,22.0,17.0,0.0,30.0,35.0,7.0,2.0,295.0,190.0,253.0,167.0,39.0,3.0,2.0,17.0,7.0,8.0,1.0,2.0,8.0,0.0,1.0
KERANEN,MICHAEL,L,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAGNER,CHRIS,R,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCDONALD,COLIN,R,36,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSEN,JANNIK,R,36,39.0,0.0,0.0,39.0,4.0,16.0,18.0,1.0,31.0,34.0,4.0,1.0,181.0,146.0,236.0,181.0,32.0,4.0,3.0,10.0,16.0,2.0,5.0,3.0,3.0,0.0,0.0
BROUWER,TROY,R,36,49.0,2.0,2.0,45.0,15.0,18.0,13.0,3.0,36.0,42.0,5.0,2.0,244.0,196.0,260.0,193.0,38.0,5.0,6.0,28.0,8.0,7.0,2.0,2.0,2.0,0.0,0.0
JEFFREY,DUSTIN,C,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGERON,PATRICE,C,37,100.0,2.0,3.0,95.0,34.0,33.0,28.0,5.0,61.0,69.0,23.0,8.0,381.0,224.0,262.0,164.0,89.0,9.0,2.0,51.0,12.0,11.0,5.0,3.0,18.0,0.0,0.0
ZACHA,PAVEL,C,37,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
REGNER,BRENT,D,37,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,13.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
STRAIT,BRIAN,D,37,26.0,0.0,1.0,25.0,6.0,10.0,10.0,0.0,26.0,26.0,0.0,0.0,132.0,127.0,148.0,120.0,24.0,2.0,0.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
ZATKOFF,JEFF,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,120.0,125.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTIO,JONI,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,158.0,252.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RITCHIE,NICK,L,37,24.0,0.0,1.0,23.0,11.0,6.0,7.0,0.0,22.0,22.0,2.0,0.0,93.0,88.0,74.0,71.0,21.0,1.0,2.0,17.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0
KAPANEN,KASPERI,R,37,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,37.0,29.0,24.0,21.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
