last,first,pos,num,pens,oz_pen,nz_pen,dz_pen,nozone_pen,p1_pen,p2_pen,p3_pen,ot_pen,5v5_pen,ev_pen,pp_pen,sh_pen,pen_mins,min_pen,dblmin_pen,maj_pen,mis_pen,gamemis_pen,match_pen,ps_pen,pen_drawn,oz_pen_dr,nz_pen_dr,nozone_pen_dr,dz_pen_dr,p1_pen_dr,p2_pen_dr,p3_pen_dr,ot_pen_dr,5v5_pen_dr,ev_pen_dr,pp_pen_dr,sh_pen_dr,pen_min_dr,min_pen_dr,dblmin_pen_dr,maj_pen_dr,mis_pen_dr,gamemis_pen_dr,match_pen_dr,ps_pen_dr
LEWIS,TREVOR,C,22,10.0,0.0,3.0,2.0,5.0,3.0,5.0,2.0,0.0,10.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,4.0,1.0,4.0,2.0,4.0,0.0,7.0,9.0,0.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
BOYLE,DAN,D,22,16.0,2.0,2.0,1.0,11.0,7.0,7.0,2.0,0.0,13.0,16.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,7.0,0.0,4.0,2.0,2.0,0.0,6.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
SHATTENKIRK,KEVIN,D,22,20.0,2.0,1.0,2.0,15.0,6.0,8.0,6.0,0.0,10.0,14.0,3.0,3.0,51.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,9.0,1.0,3.0,3.0,5.0,0.0,5.0,8.0,2.0,1.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
SCHENN,LUKE,D,22,7.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,4.0,7.0,0.0,0.0,30.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
REDMOND,ZACH,D,22,5.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CUNNINGHAM,CRAIG,L,22,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEDIN,DANIEL,L,22,18.0,4.0,4.0,1.0,9.0,4.0,10.0,3.0,1.0,14.0,18.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,10.0,2.0,7.0,7.0,1.0,0.0,10.0,14.0,1.0,0.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
LARSSON,JOHAN,L,22,12.0,1.0,2.0,1.0,8.0,5.0,5.0,2.0,0.0,9.0,12.0,0.0,0.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,13.0,0.0,7.0,6.0,4.0,0.0,13.0,17.0,0.0,0.0,37.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
SCOTT,JOHN,L,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUILLIERAT,KAEL,L,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THORNTON,SHAWN,L,22,23.0,0.0,7.0,2.0,14.0,8.0,8.0,7.0,0.0,13.0,22.0,1.0,0.0,80.0,15.0,0.0,6.0,2.0,0.0,0.0,0.0,14.0,2.0,3.0,8.0,1.0,7.0,3.0,4.0,0.0,9.0,14.0,0.0,0.0,46.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0
MILANO,SONNY,L,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,22,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
THORBURN,CHRIS,R,22,26.0,4.0,6.0,4.0,12.0,9.0,11.0,6.0,0.0,18.0,26.0,0.0,0.0,81.0,18.0,0.0,7.0,0.0,1.0,0.0,0.0,18.0,3.0,3.0,9.0,3.0,5.0,8.0,5.0,0.0,12.0,18.0,0.0,0.0,59.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0
WEISE,DALE,R,22,11.0,1.0,0.0,0.0,10.0,3.0,4.0,4.0,0.0,9.0,10.0,1.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,10.0,1.0,7.0,4.0,4.0,0.0,12.0,15.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDRA,ERIK,R,22,17.0,2.0,2.0,2.0,11.0,4.0,8.0,5.0,0.0,12.0,16.0,0.0,1.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,2.0,2.0,4.0,3.0,0.0,6.0,8.0,0.0,1.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
TOOTOO,JORDIN,R,22,29.0,0.0,9.0,5.0,15.0,9.0,13.0,7.0,0.0,17.0,29.0,0.0,0.0,102.0,16.0,0.0,10.0,1.0,1.0,0.0,1.0,24.0,3.0,8.0,13.0,0.0,5.0,13.0,6.0,0.0,17.0,24.0,0.0,0.0,83.0,14.0,0.0,9.0,1.0,0.0,0.0,0.0
NIEDERREITER,NINO,R,22,17.0,3.0,2.0,0.0,12.0,5.0,7.0,5.0,0.0,9.0,15.0,2.0,0.0,36.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,15.0,0.0,5.0,12.0,0.0,0.0,12.0,15.0,2.0,0.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
LAICH,BROOKS,C,23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
KELLY,CHRIS,C,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGNA,JAYSON,C,23,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HENDRICKS,MATT,C,23,25.0,1.0,4.0,4.0,16.0,13.0,7.0,5.0,0.0,19.0,23.0,0.0,2.0,82.0,16.0,0.0,8.0,1.0,0.0,0.0,0.0,24.0,2.0,4.0,18.0,0.0,13.0,4.0,7.0,0.0,15.0,24.0,0.0,0.0,75.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0
GRIMALDI,ROCCO,C,23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
REINHART,SAM,C,23,4.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,12.0,1.0,3.0,8.0,3.0,0.0,11.0,13.0,1.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
GOMEZ,SCOTT,C,23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON,SCOTT,C,23,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,5.0,0.0,1.0,5.0,1.0,0.0,5.0,7.0,0.0,0.0,20.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0
MONAHAN,SEAN,C,23,9.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0,8.0,8.0,1.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,6.0,2.0,3.0,0.0,8.0,10.0,0.0,1.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
MATTHIAS,SHAWN,C,23,6.0,1.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,4.0,5.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,0.0,4.0,2.0,2.0,0.0,6.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
SILL,ZACH,C,23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EDLER,ALEXANDER,D,23,23.0,4.0,1.0,3.0,15.0,4.0,10.0,8.0,1.0,15.0,19.0,2.0,2.0,46.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,2.0,1.0,5.0,1.0,0.0,5.0,5.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
MANNING,BRANDON,D,23,23.0,3.0,3.0,1.0,16.0,6.0,10.0,7.0,0.0,15.0,22.0,0.0,1.0,66.0,18.0,0.0,4.0,1.0,0.0,0.0,0.0,27.0,0.0,4.0,18.0,5.0,8.0,13.0,6.0,0.0,17.0,26.0,0.0,1.0,76.0,21.0,1.0,4.0,1.0,0.0,0.0,0.0
LINDELL,ESA,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,35.0,2.0,2.0,4.0,27.0,9.0,12.0,13.0,1.0,15.0,27.0,7.0,1.0,96.0,31.0,1.0,0.0,2.0,1.0,0.0,0.0,45.0,4.0,1.0,32.0,8.0,15.0,17.0,13.0,0.0,29.0,42.0,3.0,0.0,98.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0
MCGINN,BROCK,L,23,5.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BROWN,DUSTIN,L,23,14.0,3.0,1.0,1.0,9.0,3.0,7.0,4.0,0.0,11.0,12.0,0.0,2.0,30.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0,22.0,1.0,6.0,9.0,11.0,0.0,17.0,22.0,0.0,4.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
FARNHAM,BOBBY,R,23,24.0,3.0,5.0,2.0,14.0,10.0,6.0,8.0,0.0,13.0,24.0,0.0,0.0,92.0,14.0,1.0,6.0,3.0,0.0,0.0,0.0,25.0,2.0,4.0,18.0,1.0,13.0,10.0,2.0,0.0,21.0,24.0,0.0,1.0,73.0,19.0,0.0,5.0,0.0,0.0,1.0,0.0
CLARKSON,DAVID,R,23,6.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,23.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,2.0,4.0,1.0,0.0,4.0,6.0,1.0,0.0,27.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
JASKIN,DMITRIJ,R,23,13.0,0.0,0.0,3.0,10.0,3.0,6.0,4.0,0.0,11.0,13.0,0.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,12.0,0.0,3.0,3.0,8.0,0.0,10.0,14.0,0.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
BROWN,J.T.,R,23,18.0,1.0,4.0,1.0,12.0,5.0,5.0,8.0,0.0,8.0,17.0,1.0,0.0,59.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,24.0,3.0,3.0,16.0,2.0,8.0,7.0,9.0,0.0,12.0,21.0,0.0,3.0,63.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0
MALONE,BRAD,C,24,24.0,1.0,7.0,1.0,15.0,14.0,5.0,5.0,0.0,17.0,23.0,0.0,1.0,75.0,15.0,0.0,9.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,7.0,1.0,5.0,7.0,2.0,0.0,5.0,14.0,0.0,0.0,63.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0
CHIPCHURA,KYLE,C,24,13.0,0.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,12.0,13.0,0.0,0.0,38.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,0.0,4.0,12.0,0.0,0.0,36.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0
LINDBERG,OSCAR,C,24,20.0,1.0,3.0,1.0,15.0,3.0,12.0,5.0,0.0,15.0,19.0,1.0,0.0,43.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,10.0,0.0,1.0,8.0,2.0,0.0,7.0,11.0,0.0,0.0,25.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
HOLLAND,PETER,C,24,11.0,2.0,2.0,0.0,7.0,4.0,4.0,3.0,0.0,10.0,11.0,0.0,0.0,28.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,6.0,9.0,0.0,0.0,24.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0
HUNT,BRAD,D,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINORDI,JARRED,D,24,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BENN,JORDIE,D,24,9.0,0.0,3.0,1.0,5.0,3.0,2.0,4.0,0.0,6.0,8.0,0.0,1.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
DUMBA,MATT,D,24,16.0,3.0,1.0,1.0,11.0,5.0,7.0,4.0,0.0,11.0,15.0,1.0,0.0,38.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,11.0,2.0,8.0,5.0,4.0,0.0,13.0,16.0,1.0,0.0,40.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0
DESPRES,SIMON,D,24,4.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSTROM,ERIC,L,24,7.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,7.0,0.0,0.0,20.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,16.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
DANAULT,PHILLIP,L,24,7.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,0.0,4.0,6.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,2.0,2.0,3.0,0.0,4.0,6.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,24,7.0,0.0,0.0,1.0,6.0,2.0,3.0,2.0,0.0,6.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,10.0,0.0,4.0,4.0,3.0,0.0,6.0,9.0,0.0,2.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
FARNHAM,BOBBY,R,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HUDLER,JIRI,R,24,12.0,3.0,0.0,3.0,6.0,8.0,3.0,0.0,1.0,5.0,9.0,3.0,0.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,3.0,1.0,10.0,2.0,4.0,8.0,4.0,0.0,14.0,15.0,1.0,0.0,35.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
READ,MATT,R,24,12.0,2.0,1.0,0.0,9.0,4.0,4.0,4.0,0.0,9.0,11.0,1.0,0.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,3.0,6.0,4.0,0.0,7.0,11.0,0.0,2.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
CALLAHAN,RYAN,R,24,17.0,1.0,3.0,0.0,13.0,11.0,1.0,5.0,0.0,11.0,14.0,1.0,2.0,45.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,2.0,3.0,21.0,1.0,12.0,10.0,5.0,0.0,20.0,23.0,2.0,2.0,63.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0
HAMILTON,FREDDIE,C,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALBOT,MAX,C,25,6.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,5.0,0.0,1.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
SANTORELLI,MIKE,C,25,4.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,0.0,6.0,7.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIGORENKO,MIKHAIL,C,25,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
WHITE,RYAN,C,25,30.0,4.0,3.0,3.0,20.0,8.0,18.0,4.0,0.0,20.0,27.0,2.0,1.0,101.0,23.0,0.0,3.0,3.0,0.0,1.0,0.0,18.0,0.0,2.0,13.0,3.0,7.0,8.0,3.0,0.0,12.0,17.0,0.0,1.0,45.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0
MATTEAU,STEFAN,C,25,5.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
KARLSSON,WILLIAM,C,25,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,6.0,1.0,5.0,4.0,1.0,0.0,6.0,7.0,0.0,3.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
COLAIACOVO,CARLO,D,25,5.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
BUTLER,CHRIS,D,25,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NURSE,DARNELL,D,25,24.0,3.0,2.0,1.0,18.0,8.0,8.0,7.0,1.0,16.0,22.0,0.0,2.0,60.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,6.0,3.0,6.0,1.0,5.0,0.0,7.0,11.0,0.0,1.0,36.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0
BRODIN,JONAS,D,25,9.0,1.0,0.0,2.0,6.0,2.0,6.0,1.0,0.0,6.0,8.0,0.0,1.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLE,MATTHEW,D,25,14.0,0.0,0.0,2.0,12.0,4.0,6.0,4.0,0.0,13.0,14.0,0.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,MIKE,D,25,20.0,3.0,1.0,1.0,15.0,5.0,5.0,10.0,0.0,15.0,18.0,2.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,8.0,1.0,3.0,2.0,4.0,1.0,7.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMUELSSON,PHILIP,D,25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARKSTROM,JACOB,G,25,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRY,CHRIS,L,25,8.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,0.0,8.0,8.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,6.0,2.0,4.0,3.0,3.0,0.0,8.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
DE LA ROSE,JACOB,L,25,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIMERA,JASON,L,25,11.0,1.0,3.0,0.0,7.0,3.0,6.0,2.0,0.0,8.0,9.0,0.0,2.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,8.0,1.0,3.0,4.0,5.0,0.0,7.0,10.0,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
